"pacSelector","kind","owner","principalId","lastChange","category","displayName","id"
"epac-dev","Assignment(PolicySet-Builtin)","unknownOwner","70651b33-813a-48d2-ae2e-4d9b784083b9","2024-03-21T03:36:31","","ASC Default (subscription: 0e8ec01e-aa9b-45f6-8153-fecba83dae78)","/subscriptions/0e8ec01e-aa9b-45f6-8153-fecba83dae78/providers/Microsoft.Authorization/policyAssignments/SecurityCenterBuiltIn"
